,Position,Fa13.BD.MLB.SN.sorted.MAG8-A,Fa13.BD.MLB.SN.sorted.MAG8-C,Fa13.BD.MLB.SN.sorted.MAG8-G,Fa13.BD.MLB.SN.sorted.MAG8-T,Fa13.BD.MLB.DN.sorted.MAG8-A,Fa13.BD.MLB.DN.sorted.MAG8-C,Fa13.BD.MLB.DN.sorted.MAG8-G,Fa13.BD.MLB.DN.sorted.MAG8-T,Sp13.BD.MLB.SN.sorted.MAG8-A,Sp13.BD.MLB.SN.sorted.MAG8-C,Sp13.BD.MLB.SN.sorted.MAG8-G,Sp13.BD.MLB.SN.sorted.MAG8-T,Su13.BD.MM110.DCMD.sorted.MAG8-A,Su13.BD.MM110.DCMD.sorted.MAG8-C,Su13.BD.MM110.DCMD.sorted.MAG8-G,Su13.BD.MM110.DCMD.sorted.MAG8-T,Sp13.BD.MM110.SN.sorted.MAG8-A,Sp13.BD.MM110.SN.sorted.MAG8-C,Sp13.BD.MM110.SN.sorted.MAG8-G,Sp13.BD.MM110.SN.sorted.MAG8-T,Su13.BD.MLB.SD.C.sorted.MAG8-A,Su13.BD.MLB.SD.C.sorted.MAG8-C,Su13.BD.MLB.SD.C.sorted.MAG8-G,Su13.BD.MLB.SD.C.sorted.MAG8-T,Sp13.BD.MM15.SN.sorted.MAG8-A,Sp13.BD.MM15.SN.sorted.MAG8-C,Sp13.BD.MM15.SN.sorted.MAG8-G,Sp13.BD.MM15.SN.sorted.MAG8-T,Su13.BD.MLB.DD.sorted.MAG8-A,Su13.BD.MLB.DD.sorted.MAG8-C,Su13.BD.MLB.DD.sorted.MAG8-G,Su13.BD.MLB.DD.sorted.MAG8-T,Su13.BD.MM110.SN.C.sorted.MAG8-A,Su13.BD.MM110.SN.C.sorted.MAG8-C,Su13.BD.MM110.SN.C.sorted.MAG8-G,Su13.BD.MM110.SN.C.sorted.MAG8-T,Su13.BD.MM15.SN.C.sorted.MAG8-A,Su13.BD.MM15.SN.C.sorted.MAG8-C,Su13.BD.MM15.SN.C.sorted.MAG8-G,Su13.BD.MM15.SN.C.sorted.MAG8-T,Sp13.BD.MM15.SD.sorted.MAG8-A,Sp13.BD.MM15.SD.sorted.MAG8-C,Sp13.BD.MM15.SD.sorted.MAG8-G,Sp13.BD.MM15.SD.sorted.MAG8-T,Su13.BD.MM110.DN.sorted.MAG8-A,Su13.BD.MM110.DN.sorted.MAG8-C,Su13.BD.MM110.DN.sorted.MAG8-G,Su13.BD.MM110.DN.sorted.MAG8-T,Su13.BD.MM110.SD.sorted.MAG8-A,Su13.BD.MM110.SD.sorted.MAG8-C,Su13.BD.MM110.SD.sorted.MAG8-G,Su13.BD.MM110.SD.sorted.MAG8-T,Sp13.BD.MM110.SD.sorted.MAG8-A,Sp13.BD.MM110.SD.sorted.MAG8-C,Sp13.BD.MM110.SD.sorted.MAG8-G,Sp13.BD.MM110.SD.sorted.MAG8-T,Fa13.BD.MM15.DN.sorted.MAG8-A,Fa13.BD.MM15.DN.sorted.MAG8-C,Fa13.BD.MM15.DN.sorted.MAG8-G,Fa13.BD.MM15.DN.sorted.MAG8-T,Fa13.BD.MM15.SN.sorted.MAG8-A,Fa13.BD.MM15.SN.sorted.MAG8-C,Fa13.BD.MM15.SN.sorted.MAG8-G,Fa13.BD.MM15.SN.sorted.MAG8-T,Fa13.BD.MM110.DN.sorted.MAG8-A,Fa13.BD.MM110.DN.sorted.MAG8-C,Fa13.BD.MM110.DN.sorted.MAG8-G,Fa13.BD.MM110.DN.sorted.MAG8-T,Sp13.BD.MM15.DD.A.sorted.MAG8-A,Sp13.BD.MM15.DD.A.sorted.MAG8-C,Sp13.BD.MM15.DD.A.sorted.MAG8-G,Sp13.BD.MM15.DD.A.sorted.MAG8-T,Su13.BD.MM15.SD.sorted.MAG8-A,Su13.BD.MM15.SD.sorted.MAG8-C,Su13.BD.MM15.SD.sorted.MAG8-G,Su13.BD.MM15.SD.sorted.MAG8-T,Fa13.BD.MM110.SN.sorted.MAG8-A,Fa13.BD.MM110.SN.sorted.MAG8-C,Fa13.BD.MM110.SN.sorted.MAG8-G,Fa13.BD.MM110.SN.sorted.MAG8-T,Sp13.BD.MM110.DD.sorted.MAG8-A,Sp13.BD.MM110.DD.sorted.MAG8-C,Sp13.BD.MM110.DD.sorted.MAG8-G,Sp13.BD.MM110.DD.sorted.MAG8-T,Fa13.BD.MM15.SD.sorted.MAG8-A,Fa13.BD.MM15.SD.sorted.MAG8-C,Fa13.BD.MM15.SD.sorted.MAG8-G,Fa13.BD.MM15.SD.sorted.MAG8-T,Fa13.BD.MM110.SD.sorted.MAG8-A,Fa13.BD.MM110.SD.sorted.MAG8-C,Fa13.BD.MM110.SD.sorted.MAG8-G,Fa13.BD.MM110.SD.sorted.MAG8-T,Su13.BD.MM15.DN.sorted.MAG8-A,Su13.BD.MM15.DN.sorted.MAG8-C,Su13.BD.MM15.DN.sorted.MAG8-G,Su13.BD.MM15.DN.sorted.MAG8-T
contig_21188_3,408,0,295,1,0,0,172,0,0,0,123,0,0,0,24,0,0,7,363,0,0,1,178,0,1,0,187,0,0,0,110,0,0,0,229,0,0,3,406,3,1,1,207,0,0,0,5,0,0,0,223,1,0,7,628,0,0,0,262,2,0,1,290,9,0,1,177,0,1,0,167,0,0,1,235,1,0,0,239,2,0,7,502,0,0,0,257,3,0,2,263,2,0,1,311,0,0
contig_21188_3,411,6,0,291,0,8,0,164,0,0,0,120,0,0,0,22,0,7,0,370,0,37,0,136,0,1,0,185,0,7,0,100,0,1,1,229,0,12,1,409,0,2,0,202,0,0,0,6,0,0,0,227,0,7,0,631,0,2,0,272,0,1,0,300,0,1,0,184,0,0,0,169,0,8,0,235,0,0,0,240,0,7,1,492,0,2,0,259,0,3,0,268,0,1,0,310,0
contig_21188_3,412,0,285,0,14,0,165,0,5,0,111,0,8,0,22,0,0,0,368,0,7,0,160,0,13,0,180,0,5,0,98,0,10,0,228,2,0,0,413,0,7,0,201,0,3,0,6,0,0,0,227,0,0,0,627,0,11,0,275,0,1,0,297,0,3,0,181,0,3,0,167,0,2,0,244,0,2,0,239,1,2,0,491,0,13,0,261,0,0,0,270,0,1,0,310,0,1
contig_21188_3,413,46,0,0,251,38,0,0,132,41,2,0,77,3,0,0,19,15,3,0,358,69,0,0,100,38,2,0,147,21,0,0,86,2,0,0,229,36,0,0,388,29,0,0,175,0,0,0,6,2,0,0,223,22,4,0,613,6,2,0,267,11,0,0,287,34,1,0,150,31,0,0,139,13,0,0,232,3,0,0,240,15,5,0,485,7,0,0,250,1,0,0,269,9,3,0,295
contig_21188_3,414,218,0,74,5,121,0,49,0,32,0,77,9,19,0,3,0,312,3,61,0,54,0,113,2,135,2,48,1,63,0,42,2,208,0,23,1,347,0,75,2,157,0,41,6,6,0,0,0,200,0,25,0,530,4,105,0,232,2,43,0,271,0,26,0,161,1,23,1,118,1,50,2,196,0,48,1,215,0,28,0,429,5,75,2,222,0,37,0,250,0,20,0,242,3,64,0
contig_21188_3,415,0,0,1,301,0,0,0,171,0,0,0,124,0,0,0,22,0,4,0,372,0,3,0,169,0,0,0,189,0,2,0,109,0,0,0,231,0,0,0,426,0,1,0,205,0,0,0,6,0,0,0,224,0,6,0,637,1,0,0,274,0,1,0,296,0,1,0,185,0,0,0,171,0,1,1,245,0,0,0,243,0,4,0,515,0,0,0,257,0,1,0,269,0,1,0,308
contig_21188_3,420,4,0,0,285,0,0,0,177,1,3,0,122,1,0,0,21,1,0,1,378,4,7,0,171,3,0,2,185,0,1,0,108,0,0,0,228,6,0,0,425,1,2,0,213,0,0,0,6,0,0,0,223,4,0,0,636,2,0,0,279,1,0,0,290,2,0,2,183,1,0,0,171,1,4,0,244,0,0,0,244,7,2,0,513,4,0,0,253,0,0,0,265,0,0,0,317
contig_21188_3,423,0,288,0,0,0,182,0,0,0,128,0,1,0,23,0,0,0,362,0,27,0,184,0,0,1,185,0,7,0,112,0,0,0,221,0,4,0,423,0,14,0,209,0,10,0,5,0,1,0,221,0,3,0,620,0,30,0,265,0,18,0,286,0,12,0,183,0,3,0,165,0,6,0,245,1,8,0,251,0,0,0,503,1,30,0,260,0,4,0,266,0,1,1,311,0,17
contig_21188_3,426,277,1,17,0,167,0,15,0,128,0,2,0,24,0,0,0,386,0,3,0,129,0,56,0,194,0,3,0,103,0,12,0,227,0,2,0,427,1,16,0,213,3,3,0,7,0,0,0,232,0,0,0,648,0,7,0,294,0,4,0,298,0,0,0,190,0,1,0,170,0,0,0,252,0,11,0,256,0,0,0,534,0,7,0,267,0,2,0,273,0,1,0,333,0,5,0
contig_21188_3,435,1,296,0,0,0,183,0,0,0,124,1,0,0,22,0,0,3,370,4,0,0,181,0,0,2,185,1,0,0,118,0,0,0,228,0,0,2,431,3,0,0,216,1,0,0,7,0,0,0,238,0,0,5,662,7,2,2,303,0,0,0,303,1,0,1,184,0,0,0,172,0,0,0,263,0,0,0,259,0,0,4,533,5,0,0,275,0,0,0,276,3,0,3,330,0,0
contig_21188_3,441,0,295,0,3,0,180,0,2,0,123,0,0,0,22,0,0,0,374,0,4,0,173,0,3,0,188,0,1,0,112,0,5,0,229,0,0,0,435,0,5,0,217,0,1,0,7,0,0,0,242,0,0,1,656,0,10,1,317,0,2,1,309,0,1,0,195,0,0,0,167,0,8,0,265,0,2,0,262,1,0,0,521,0,5,0,287,0,0,0,297,0,0,0,330,0,3
contig_21188_3,444,0,295,0,0,0,175,0,2,0,119,1,1,2,19,0,1,7,295,0,75,0,174,0,3,0,175,0,10,0,113,0,5,0,218,0,8,2,398,1,41,2,186,0,29,0,5,0,1,0,214,0,20,1,561,1,100,1,284,0,26,2,282,0,23,30,120,0,39,2,158,0,13,1,227,0,22,0,255,0,1,0,470,1,60,0,273,0,6,0,284,0,7,0,276,0,40
contig_21188_3,445,1,0,296,0,0,0,178,0,0,0,121,0,1,0,22,0,4,0,372,0,0,0,180,0,3,1,182,0,0,0,119,0,0,1,223,0,1,2,440,0,2,0,215,0,0,0,6,0,0,0,234,0,9,2,655,0,2,0,309,0,1,0,306,0,0,0,190,0,0,1,166,0,3,1,246,0,0,0,256,0,9,1,525,0,0,1,277,0,2,0,289,0,0,0,315,0
contig_21188_3,447,0,297,1,0,0,177,0,0,0,123,0,0,0,22,1,0,0,374,4,0,0,183,0,0,0,184,3,0,0,120,0,0,0,225,0,0,1,441,1,0,0,213,2,0,0,6,0,0,0,236,0,0,2,653,9,0,0,319,2,0,0,313,1,0,0,192,0,0,0,165,0,0,0,253,3,0,0,262,0,0,1,524,9,0,0,288,0,0,0,304,2,0,0,326,0,2
contig_21188_3,450,9,35,1,241,7,29,0,131,2,12,1,104,0,0,1,23,0,15,4,365,5,93,0,84,6,11,3,167,0,36,0,84,7,6,0,214,10,31,2,399,4,10,2,203,0,0,0,6,5,0,0,223,1,27,10,639,3,11,2,295,0,6,1,291,0,5,1,177,2,9,0,157,4,16,3,227,4,9,0,244,0,37,10,497,4,11,0,271,6,3,2,278,1,8,0,304
contig_21188_3,454,0,12,0,271,0,11,0,178,0,0,0,118,0,1,0,24,0,4,0,389,0,21,0,157,0,5,0,179,0,4,0,118,0,1,0,230,0,12,0,434,0,3,0,216,0,0,0,8,0,0,0,249,0,9,0,670,0,5,0,325,0,2,0,320,0,0,0,194,0,2,0,170,0,9,0,269,0,0,0,277,0,9,0,546,0,0,0,304,0,3,0,314,0,0,0,358
contig_21188_3,456,0,1,275,0,0,0,182,0,0,0,118,0,0,1,23,0,0,4,390,0,0,0,180,0,0,3,179,0,0,1,121,0,0,0,230,0,0,1,450,2,0,2,218,0,0,0,8,0,0,0,238,1,4,5,669,1,3,2,310,0,0,1,312,0,2,0,188,0,0,0,169,1,0,3,271,0,0,0,271,0,1,8,538,0,0,0,294,0,0,2,292,0,0,0,347,0
contig_21188_3,459,0,265,15,0,0,176,7,0,0,88,27,1,0,24,0,0,0,363,29,0,0,180,0,0,0,167,12,1,0,118,4,0,0,229,5,0,0,434,19,0,0,205,10,1,0,11,0,0,0,236,4,0,1,635,50,0,0,300,14,0,0,306,8,0,0,175,14,0,0,158,8,1,0,266,10,1,1,274,1,0,0,509,44,1,0,291,5,0,0,301,0,0,0,315,39,0
contig_21188_3,462,0,31,0,244,0,23,0,139,0,0,0,114,0,1,1,23,0,20,0,374,0,2,0,172,0,11,0,172,0,3,0,119,0,0,0,234,0,6,0,446,0,15,0,204,0,0,0,11,0,0,0,217,0,48,0,637,0,8,0,277,0,5,0,291,0,0,0,174,0,6,0,158,0,2,0,250,0,0,0,266,0,44,0,514,0,5,0,274,0,0,0,284,0,9,0,317
contig_21188_3,465,224,28,5,24,119,25,0,12,79,3,21,11,23,0,0,1,375,4,0,18,80,70,9,15,142,0,21,19,76,21,9,18,221,4,0,4,406,24,0,22,196,4,13,7,11,0,0,0,217,3,0,0,655,8,1,30,278,3,0,9,283,2,0,8,170,3,0,3,147,5,4,6,224,20,1,5,248,2,2,9,508,6,0,40,265,3,0,8,278,1,0,5,320,7,0,5
contig_21188_3,468,254,26,0,4,133,20,0,3,108,3,0,1,24,0,0,1,389,8,0,3,104,63,0,6,170,7,0,1,107,17,0,1,229,2,0,0,423,34,0,0,213,9,0,0,12,0,0,0,221,0,0,0,685,18,1,1,287,4,0,1,285,3,0,0,173,0,0,0,156,10,0,0,228,16,0,1,260,0,1,1,538,14,0,5,272,0,0,0,285,1,0,2,320,7,2,0
contig_21188_3,474,0,22,2,268,0,16,0,136,0,0,0,107,0,0,0,24,0,4,1,397,0,55,0,112,0,2,1,177,0,13,2,112,0,3,0,223,0,23,1,433,0,4,1,221,0,0,0,12,0,0,0,206,0,10,5,690,0,2,0,289,0,2,1,275,0,1,1,167,0,0,0,167,0,14,0,221,0,0,0,257,0,6,2,545,0,0,0,259,0,1,0,279,0,2,0,318
contig_21188_3,477,0,273,0,21,0,138,0,12,0,80,0,27,0,24,0,1,0,350,0,50,0,165,0,4,0,161,0,14,0,121,0,5,1,212,0,11,1,420,0,32,0,211,0,17,0,12,0,0,0,193,0,7,0,619,0,86,0,255,0,35,0,259,0,16,2,142,0,19,0,147,0,16,0,220,0,11,0,248,0,11,0,480,2,70,0,234,0,11,0,247,0,26,0,266,0,51
contig_21188_3,480,282,3,9,0,150,0,0,0,110,0,0,0,26,0,0,0,398,1,4,0,157,0,13,0,172,1,4,0,124,2,2,0,221,0,1,0,442,1,9,0,220,1,2,0,12,0,0,0,199,0,2,0,685,5,11,0,288,0,1,0,273,1,1,0,160,1,0,0,169,0,0,0,227,0,5,0,259,0,0,0,549,2,5,0,244,0,1,0,273,0,0,0,312,0,2,0
contig_21188_3,484,6,79,0,208,2,50,0,102,3,45,0,63,2,12,0,13,10,68,0,319,0,119,0,54,2,68,0,106,0,64,0,65,2,129,0,95,4,221,0,224,6,60,0,152,1,3,0,8,3,123,0,83,9,139,0,555,2,105,0,192,5,92,0,175,41,27,0,94,1,45,0,125,2,98,0,129,5,113,0,145,9,111,0,433,4,108,0,134,0,131,0,148,4,97,0,212
contig_21188_3,486,2,12,278,1,0,11,141,0,2,9,102,1,0,0,26,0,0,0,397,0,0,5,168,1,0,10,166,2,0,3,127,0,0,0,225,0,0,6,445,1,0,4,218,0,0,0,11,0,0,0,209,3,1,0,701,0,0,2,297,2,0,3,270,1,0,0,168,0,0,4,168,2,0,5,224,0,0,0,270,4,0,1,548,0,0,0,247,5,0,0,280,0,1,0,325,1
contig_21188_3,489,0,72,0,225,0,47,0,106,0,51,0,65,0,13,0,13,0,119,0,283,0,102,0,71,0,78,0,106,0,62,0,69,0,130,0,97,0,215,0,240,0,76,0,148,0,4,0,7,0,130,0,82,0,224,0,477,0,112,0,190,0,99,0,180,0,85,0,84,0,57,0,120,0,102,0,127,0,127,0,145,0,177,0,383,0,116,0,139,0,129,0,151,0,113,0,213
contig_21188_3,490,0,1,0,296,0,0,0,151,0,1,0,115,0,1,0,25,0,6,0,400,0,2,0,173,0,3,0,180,0,0,0,131,0,1,0,226,0,1,0,455,0,4,0,221,0,0,0,11,0,0,0,206,0,10,0,692,0,5,0,296,1,0,0,274,0,0,0,165,0,0,0,178,0,0,0,218,0,1,0,265,0,10,0,552,0,0,0,254,0,2,0,277,0,0,0,322
contig_21188_3,495,0,0,0,300,0,0,0,155,1,1,0,113,0,0,0,27,0,5,0,399,1,0,0,173,0,3,0,185,3,0,0,127,0,1,0,226,0,1,0,450,0,3,0,225,0,0,0,11,0,0,0,198,0,11,0,683,0,1,0,291,0,1,0,263,0,1,0,161,0,0,0,175,0,3,0,207,0,1,0,259,0,7,0,559,0,0,0,245,0,0,0,271,0,0,0,310
contig_21188_3,498,39,32,2,225,11,23,1,117,28,19,2,65,0,3,1,24,4,72,10,321,43,54,0,76,24,35,6,124,24,29,0,84,5,4,26,193,24,38,34,356,23,40,7,158,0,1,0,10,4,1,34,168,7,140,8,527,7,16,23,248,5,6,22,233,1,20,2,140,25,20,7,123,12,26,18,164,0,1,39,221,12,113,8,428,1,0,35,219,3,1,44,232,7,28,25,254
contig_21188_3,504,0,14,0,289,0,8,0,146,0,9,0,108,0,0,0,31,0,4,0,404,0,5,0,173,0,15,0,175,0,5,0,130,0,2,0,222,0,6,0,432,0,6,0,223,0,0,0,11,0,0,1,212,0,9,0,667,0,4,0,294,0,4,0,265,0,0,0,169,0,7,0,176,0,7,0,219,0,1,0,268,0,7,0,558,0,0,0,262,0,0,0,286,0,0,0,314
contig_21188_3,505,0,254,0,49,0,137,0,22,0,83,0,34,0,29,0,2,0,407,1,4,0,108,0,69,0,150,0,39,0,106,0,28,2,220,0,4,4,401,0,32,0,207,0,23,0,10,0,1,4,210,0,0,0,674,0,2,8,287,0,4,20,248,0,4,0,128,0,43,0,164,0,19,0,211,0,20,23,252,0,0,0,562,0,5,15,249,0,0,22,266,0,1,0,314,0,5
contig_21188_3,507,1,17,283,1,2,11,147,0,0,0,116,0,1,0,30,0,0,7,403,0,0,0,177,0,4,6,177,0,0,2,128,2,0,0,232,0,1,4,431,0,1,2,230,0,0,1,11,0,0,0,209,0,2,20,661,0,0,4,283,0,0,3,263,0,0,3,161,0,2,4,175,0,0,0,225,0,0,0,268,0,3,15,551,0,0,0,264,0,0,1,280,0,0,0,306,0
contig_21188_3,513,0,261,0,36,0,144,0,23,0,115,0,1,0,27,0,2,0,371,0,41,0,112,0,64,0,166,0,12,0,110,0,20,0,223,0,3,0,399,0,36,0,222,0,17,0,13,0,0,0,206,0,8,0,604,0,73,0,283,0,8,0,275,0,2,0,159,0,8,0,169,0,16,0,210,0,27,0,271,0,1,0,510,0,69,0,276,1,0,0,287,0,1,0,289,0,23
contig_21188_3,514,270,0,24,1,150,0,17,0,116,0,1,0,28,0,0,0,410,0,1,0,121,0,55,0,180,0,0,0,115,0,15,0,225,0,2,0,410,0,24,0,236,0,1,0,13,0,0,0,217,0,0,0,678,0,0,0,290,0,0,0,274,0,1,0,164,0,0,0,185,0,0,0,227,0,12,0,268,0,1,0,580,0,2,0,274,0,0,0,290,0,1,0,300,0,5,0
contig_21188_3,516,0,294,0,0,0,172,0,0,0,118,1,0,0,27,0,1,0,399,1,9,2,176,0,0,0,178,0,0,0,133,0,0,0,208,1,20,1,418,0,15,0,238,0,1,0,13,0,0,0,191,0,27,0,670,0,10,0,275,0,23,0,249,0,23,0,166,0,2,0,179,0,1,0,235,0,11,0,234,0,37,0,577,0,8,0,246,0,32,0,249,0,43,0,292,0,17
contig_21188_3,519,0,9,273,15,0,4,162,11,0,0,118,0,0,0,26,3,0,2,380,23,1,28,131,21,0,0,177,3,2,3,119,9,1,0,219,5,0,15,400,17,0,1,229,12,0,0,13,0,0,0,206,9,0,0,660,28,0,0,300,4,0,0,274,5,0,0,160,8,0,0,171,8,0,7,223,15,0,0,267,1,0,2,565,21,0,0,275,1,0,0,290,1,0,0,293,25
contig_21188_3,525,0,9,1,280,0,5,0,173,1,1,0,116,0,0,1,27,0,3,3,393,0,0,0,186,0,2,0,181,0,0,0,131,0,1,0,225,0,1,0,429,0,2,0,232,0,0,0,13,0,0,0,220,0,9,1,670,0,1,2,294,0,0,0,264,1,0,0,160,0,0,0,178,0,2,0,247,0,1,0,272,0,5,1,583,0,0,0,273,0,0,2,302,0,0,0,306
contig_21188_3,528,10,0,277,0,7,0,165,0,0,0,119,0,0,0,28,0,0,0,401,0,11,0,175,0,2,0,183,0,6,0,128,0,3,0,223,0,5,1,420,0,1,1,230,0,0,0,13,0,3,0,214,0,1,0,675,0,2,0,296,0,1,0,253,0,0,0,161,0,0,0,181,0,7,0,244,0,4,0,261,0,3,0,583,0,3,0,266,0,0,0,302,0,1,0,303,0
contig_21188_3,531,0,286,1,1,0,180,0,1,0,115,0,1,0,28,1,0,4,392,4,0,0,185,0,2,0,185,2,0,0,131,0,2,1,225,0,1,0,421,1,2,0,231,2,1,0,14,0,0,0,231,0,1,2,668,6,0,1,306,2,1,0,255,0,3,0,169,0,0,0,180,0,1,2,250,0,0,0,269,1,4,1,579,5,0,0,282,0,3,0,303,2,7,0,319,0,0
contig_21188_3,534,0,6,0,282,0,3,0,178,0,3,0,117,0,0,0,30,0,5,0,398,1,5,0,179,0,1,0,189,0,4,0,130,0,0,0,220,0,2,1,424,0,7,0,225,0,0,0,14,0,1,0,227,0,8,0,667,0,1,0,296,0,0,0,258,0,0,0,172,0,4,0,179,0,2,0,245,0,0,0,275,0,1,0,584,0,0,0,278,0,0,0,312,0,0,0,319
contig_21188_3,540,0,281,0,0,0,170,0,1,0,117,0,1,0,29,0,1,0,385,0,17,0,186,0,0,0,181,0,8,0,133,0,0,0,216,0,2,0,419,0,2,0,235,0,3,0,13,0,1,0,214,0,0,0,624,0,36,0,276,0,1,0,242,0,0,0,145,0,12,0,177,0,1,0,233,0,0,0,256,0,0,0,555,0,31,0,266,0,0,0,299,0,0,0,295,0,4
contig_21188_3,543,0,1,0,277,0,2,0,169,0,2,0,115,0,0,0,30,0,0,0,406,0,6,0,185,0,4,0,187,0,2,0,131,0,0,0,213,0,3,0,423,1,3,0,238,0,0,0,14,0,0,0,213,0,0,0,663,0,1,0,280,0,0,0,239,0,0,0,157,0,2,0,176,0,1,0,228,0,0,0,260,0,1,0,588,0,0,0,267,0,0,0,294,0,2,0,294
contig_21188_3,547,0,0,277,0,0,0,171,0,0,0,116,0,0,0,30,0,1,0,401,0,0,0,189,0,0,1,191,0,0,0,133,0,4,0,207,0,1,0,432,0,0,0,234,0,0,0,14,0,6,0,217,0,0,0,660,0,3,1,281,0,14,0,240,0,0,0,163,0,0,0,183,0,0,0,232,0,24,0,247,0,0,0,592,0,20,0,255,0,9,0,292,0,0,0,300,0
contig_21188_3,552,15,0,1,264,8,0,0,161,0,0,0,121,0,0,0,32,6,0,0,397,19,0,0,174,2,0,0,188,9,0,0,130,0,0,0,210,6,0,0,440,5,0,0,233,0,0,0,14,0,2,0,218,6,0,0,664,2,0,0,282,2,0,0,242,1,0,0,155,0,0,1,186,1,0,0,220,0,0,0,259,6,0,0,585,0,0,0,264,0,0,1,303,2,0,0,290
contig_21188_3,553,0,0,0,280,0,0,0,169,0,0,0,120,0,0,0,32,0,0,0,400,0,0,0,192,0,0,0,188,0,0,0,136,0,3,0,206,0,3,0,442,0,0,1,234,0,0,0,14,0,0,0,219,0,0,0,668,0,2,0,283,0,1,0,242,0,0,0,156,0,0,0,187,0,0,0,224,0,7,0,254,0,0,0,590,0,8,0,258,0,6,0,300,0,0,0,289
contig_21188_3,558,0,0,266,11,0,0,157,8,0,2,107,8,0,0,31,0,0,0,392,0,0,0,182,11,1,0,169,14,0,0,121,7,0,1,203,0,0,0,438,6,0,3,220,8,0,0,14,0,0,0,212,0,0,1,657,0,0,1,271,3,0,0,230,3,0,0,150,0,0,1,180,7,0,1,208,7,0,1,256,0,0,0,579,1,0,1,261,0,0,0,300,0,0,0,283,4
contig_21188_3,561,0,274,0,0,0,178,0,0,0,117,0,1,0,29,0,2,1,380,0,11,0,190,0,1,0,184,0,0,0,128,0,1,0,188,0,10,0,430,0,4,1,228,0,1,0,14,0,0,0,221,1,3,0,643,0,13,0,291,0,1,0,247,0,0,0,168,0,4,0,186,0,0,0,236,0,6,0,280,0,0,1,576,0,8,0,278,0,2,0,329,0,1,0,313,0,0
contig_21188_3,563,11,0,0,261,10,0,0,166,0,0,0,117,1,0,0,30,7,1,0,388,40,0,0,152,1,0,0,182,14,0,0,113,1,0,1,198,36,0,0,395,4,0,0,225,0,0,0,13,3,0,0,224,6,0,0,657,2,0,0,292,2,0,0,248,0,0,0,170,3,0,0,181,19,0,1,226,1,0,0,275,9,1,0,580,2,0,0,282,1,0,0,323,7,0,0,304
contig_21188_3,564,0,261,0,13,0,166,0,10,0,109,0,8,0,32,0,0,0,394,0,6,1,181,0,10,0,172,1,9,0,126,0,1,0,184,0,14,0,413,1,18,0,210,0,19,0,11,0,2,0,198,0,30,1,653,0,11,0,278,0,21,0,222,0,30,0,155,0,14,0,174,0,10,0,233,0,15,0,234,0,40,0,574,0,12,0,246,0,39,0,286,0,39,0,298,0,14
contig_21188_3,574,0,30,265,0,0,18,132,0,0,32,87,0,0,1,32,0,0,6,388,0,0,69,117,0,0,24,149,0,0,42,80,0,0,1,204,0,0,43,378,0,0,18,214,0,0,0,13,0,0,3,204,0,0,8,653,0,0,1,273,0,0,2,230,0,0,0,158,0,0,22,174,0,0,17,215,0,0,2,236,0,0,17,560,0,0,2,265,0,0,1,291,0,0,7,266,0
contig_21188_3,576,0,214,0,75,0,102,0,51,0,55,0,64,0,4,0,28,0,103,0,285,0,94,0,89,0,76,0,96,0,83,0,37,0,2,0,200,0,54,0,366,0,90,0,144,0,0,0,13,0,6,0,202,0,201,0,457,0,37,0,236,0,10,0,223,0,9,0,151,0,91,0,102,0,27,0,206,0,5,0,235,0,197,0,377,0,12,0,254,0,3,0,290,0,48,0,223
contig_21188_3,579,0,120,47,128,0,54,30,69,2,76,37,4,0,27,3,2,0,248,47,91,0,91,68,26,0,109,19,42,0,81,22,20,0,191,9,1,1,326,69,23,0,148,30,58,0,12,1,0,1,204,7,5,0,407,71,182,0,234,8,36,0,221,10,10,0,142,14,9,2,109,22,56,0,196,32,13,0,245,2,0,0,339,59,169,0,256,6,8,0,301,4,1,0,201,40,39
contig_21188_3,587,0,22,272,0,0,10,141,0,0,3,120,0,0,1,33,0,0,6,387,0,0,33,155,0,0,3,170,0,0,13,107,0,0,0,196,0,0,36,400,0,0,4,232,0,0,0,13,0,0,3,202,0,0,6,660,0,0,1,277,0,0,1,245,0,0,0,160,0,0,8,179,0,0,12,231,0,1,2,245,0,0,13,557,0,0,2,263,0,0,1,294,0,0,8,283,1
contig_21188_3,588,11,283,0,0,8,142,0,0,0,123,0,0,0,34,0,0,0,389,1,1,30,158,0,0,0,172,0,0,8,111,0,0,0,197,0,1,25,412,0,2,0,238,0,0,0,13,0,0,3,192,2,0,0,657,1,3,0,274,0,3,1,239,0,2,0,155,0,2,0,189,0,0,12,228,0,2,2,241,0,0,0,570,0,4,2,255,0,2,1,279,0,0,3,283,0,2
contig_21188_4,9,293,0,0,0,151,0,0,0,127,0,3,0,31,0,1,0,362,0,10,0,187,0,1,0,163,0,0,0,115,0,0,0,200,0,0,0,429,0,2,1,228,0,6,0,6,0,0,0,201,0,1,0,624,0,11,0,276,1,5,0,240,0,1,0,166,0,1,3,182,0,3,0,221,0,7,0,243,0,1,0,562,0,11,0,253,1,2,0,272,0,0,1,281,0,5,0
