,Position,Fa13.BD.MLB.SN.MAG4-A,Fa13.BD.MLB.SN.MAG4-C,Fa13.BD.MLB.SN.MAG4-G,Fa13.BD.MLB.SN.MAG4-T,Su13.BD.MLB.DD.MAG4-A,Su13.BD.MLB.DD.MAG4-C,Su13.BD.MLB.DD.MAG4-G,Su13.BD.MLB.DD.MAG4-T,Su13.BD.MM15.SN.C.MAG4-A,Su13.BD.MM15.SN.C.MAG4-C,Su13.BD.MM15.SN.C.MAG4-G,Su13.BD.MM15.SN.C.MAG4-T,Sp13.BD.MM110.DD.MAG4-A,Sp13.BD.MM110.DD.MAG4-C,Sp13.BD.MM110.DD.MAG4-G,Sp13.BD.MM110.DD.MAG4-T,Fa13.BD.MM15.SD.MAG4-A,Fa13.BD.MM15.SD.MAG4-C,Fa13.BD.MM15.SD.MAG4-G,Fa13.BD.MM15.SD.MAG4-T,Su13.BD.MM110.DN.MAG4-A,Su13.BD.MM110.DN.MAG4-C,Su13.BD.MM110.DN.MAG4-G,Su13.BD.MM110.DN.MAG4-T,Fa13.BD.MM15.SN.MAG4-A,Fa13.BD.MM15.SN.MAG4-C,Fa13.BD.MM15.SN.MAG4-G,Fa13.BD.MM15.SN.MAG4-T,Su13.BD.MLB.SD.C.MAG4-A,Su13.BD.MLB.SD.C.MAG4-C,Su13.BD.MLB.SD.C.MAG4-G,Su13.BD.MLB.SD.C.MAG4-T,Fa13.BD.MM110.SD.MAG4-A,Fa13.BD.MM110.SD.MAG4-C,Fa13.BD.MM110.SD.MAG4-G,Fa13.BD.MM110.SD.MAG4-T,Sp13.BD.MM110.SN.MAG4-A,Sp13.BD.MM110.SN.MAG4-C,Sp13.BD.MM110.SN.MAG4-G,Sp13.BD.MM110.SN.MAG4-T,Su13.BD.MM110.DCMD.MAG4-A,Su13.BD.MM110.DCMD.MAG4-C,Su13.BD.MM110.DCMD.MAG4-G,Su13.BD.MM110.DCMD.MAG4-T,Su13.BD.MM15.DN.MAG4-A,Su13.BD.MM15.DN.MAG4-C,Su13.BD.MM15.DN.MAG4-G,Su13.BD.MM15.DN.MAG4-T,Fa13.BD.MM110.SN.MAG4-A,Fa13.BD.MM110.SN.MAG4-C,Fa13.BD.MM110.SN.MAG4-G,Fa13.BD.MM110.SN.MAG4-T,Sp13.BD.MM15.SN.MAG4-A,Sp13.BD.MM15.SN.MAG4-C,Sp13.BD.MM15.SN.MAG4-G,Sp13.BD.MM15.SN.MAG4-T,Fa13.BD.MM15.DN.MAG4-A,Fa13.BD.MM15.DN.MAG4-C,Fa13.BD.MM15.DN.MAG4-G,Fa13.BD.MM15.DN.MAG4-T,Sp13.BD.MM15.DD.A.MAG4-A,Sp13.BD.MM15.DD.A.MAG4-C,Sp13.BD.MM15.DD.A.MAG4-G,Sp13.BD.MM15.DD.A.MAG4-T,Sp13.BD.MM15.SD.MAG4-A,Sp13.BD.MM15.SD.MAG4-C,Sp13.BD.MM15.SD.MAG4-G,Sp13.BD.MM15.SD.MAG4-T,Su13.BD.MM110.SD.MAG4-A,Su13.BD.MM110.SD.MAG4-C,Su13.BD.MM110.SD.MAG4-G,Su13.BD.MM110.SD.MAG4-T,Fa13.BD.MM110.DN.MAG4-A,Fa13.BD.MM110.DN.MAG4-C,Fa13.BD.MM110.DN.MAG4-G,Fa13.BD.MM110.DN.MAG4-T,Sp13.BD.MLB.SN.MAG4-A,Sp13.BD.MLB.SN.MAG4-C,Sp13.BD.MLB.SN.MAG4-G,Sp13.BD.MLB.SN.MAG4-T,Su13.BD.MM15.SD.MAG4-A,Su13.BD.MM15.SD.MAG4-C,Su13.BD.MM15.SD.MAG4-G,Su13.BD.MM15.SD.MAG4-T,Su13.BD.MM110.SN.C.MAG4-A,Su13.BD.MM110.SN.C.MAG4-C,Su13.BD.MM110.SN.C.MAG4-G,Su13.BD.MM110.SN.C.MAG4-T,Sp13.BD.MM110.SD.MAG4-A,Sp13.BD.MM110.SD.MAG4-C,Sp13.BD.MM110.SD.MAG4-G,Sp13.BD.MM110.SD.MAG4-T,Fa13.BD.MLB.DN.MAG4-A,Fa13.BD.MLB.DN.MAG4-C,Fa13.BD.MLB.DN.MAG4-G,Fa13.BD.MLB.DN.MAG4-T
contig_18600_16,411,0,1,0,12,0,1,0,1,0,2,0,4,0,1,0,43,0,0,0,7,0,0,0,0,0,0,0,14,0,3,0,1,0,2,0,5,0,0,0,51,0,0,0,1,0,0,0,6,0,0,0,4,0,2,0,6,0,5,0,20,0,4,0,5,0,0,0,26,0,0,0,5,0,0,0,28,0,0,0,11,0,0,0,2,0,0,0,0,0,1,0,58,0,0,0,9
contig_18600_16,414,0,0,0,13,0,1,0,1,0,1,0,5,0,0,0,45,0,0,0,7,0,0,0,0,0,0,0,13,0,0,0,5,0,2,0,5,0,2,0,51,0,0,0,1,0,0,0,5,0,0,0,4,0,1,0,7,0,2,0,23,0,0,0,9,0,1,0,25,0,0,0,5,0,0,0,29,0,8,0,3,0,0,0,2,0,0,0,0,0,1,0,55,0,0,0,9
contig_18600_16,417,0,13,0,0,1,1,0,0,2,3,0,1,1,39,0,6,0,3,0,4,0,0,0,0,0,9,0,4,4,1,0,0,2,5,0,0,0,50,0,3,0,1,0,0,0,5,0,0,0,4,0,0,2,5,0,1,1,22,0,2,3,7,0,0,0,25,0,1,0,5,0,0,0,27,0,0,0,8,0,3,0,2,0,0,0,0,0,0,0,55,0,2,0,9,0,0
contig_18600_16,420,1,0,11,0,0,0,3,0,0,0,6,0,0,0,45,0,0,0,7,0,0,0,0,0,0,0,13,0,0,0,5,0,0,0,6,0,1,0,50,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,9,0,2,0,22,0,0,0,10,0,0,0,26,0,0,0,4,0,0,0,27,0,0,0,11,0,0,0,2,0,0,0,0,0,1,0,56,0,0,0,9,0
contig_18600_16,423,0,13,0,0,0,3,0,1,0,5,0,1,0,41,0,4,0,3,0,4,0,0,0,0,0,10,0,4,0,5,0,0,0,4,0,0,0,46,0,4,0,0,0,0,0,5,0,0,0,4,0,0,0,9,0,1,0,23,0,2,0,10,0,0,0,25,0,1,0,4,0,0,0,27,0,0,0,9,0,3,0,2,0,0,0,0,0,0,0,55,0,3,0,9,0,0
contig_18600_16,429,0,13,0,0,0,2,0,1,0,5,0,1,0,40,0,8,0,7,0,0,0,0,0,0,0,9,0,3,0,5,0,0,0,4,0,0,0,39,0,8,0,0,0,0,0,4,0,5,0,1,0,3,0,8,0,1,0,19,0,7,0,11,0,0,0,21,0,6,0,1,0,2,0,27,0,1,0,6,0,7,0,2,0,0,0,0,0,0,0,49,0,12,0,9,0,0
contig_18600_16,435,0,0,12,0,0,0,3,0,1,0,5,0,1,0,51,0,0,0,7,0,0,0,0,0,0,0,13,0,1,0,3,0,0,0,3,0,2,0,43,0,0,0,0,0,0,0,9,0,0,0,4,0,1,0,7,0,0,0,24,0,1,0,10,0,0,0,25,0,0,0,3,0,0,0,27,0,1,0,13,0,0,0,2,0,0,0,0,0,0,0,62,0,0,0,9,0
contig_18600_16,438,0,0,0,11,0,1,0,2,0,1,0,5,0,0,1,49,0,2,0,5,0,0,0,0,0,2,0,12,0,0,0,5,0,0,0,4,0,2,0,42,0,0,0,0,0,0,0,9,0,0,0,4,0,0,0,7,0,2,0,20,0,0,0,10,0,0,0,25,0,0,0,3,0,0,0,26,0,1,0,13,0,0,0,1,0,0,0,0,0,1,0,59,0,0,0,8
contig_18600_16,441,0,0,0,10,0,0,0,3,0,1,0,5,0,0,0,50,0,2,0,5,0,0,0,0,0,2,0,12,0,0,0,5,0,0,0,4,0,2,0,43,0,0,0,0,0,0,0,9,0,0,0,4,0,1,0,5,0,0,0,23,0,0,0,10,0,0,0,25,0,0,0,3,0,0,0,26,0,1,0,12,0,0,0,1,0,0,0,0,0,0,0,59,0,0,0,8
contig_18600_16,445,0,8,0,0,0,2,0,0,0,6,0,0,0,49,0,5,0,3,0,4,0,0,0,0,0,10,0,4,0,5,0,0,2,2,0,0,0,44,0,1,0,0,0,0,0,8,0,0,0,2,0,0,0,7,0,0,0,19,0,4,0,10,0,0,0,24,0,2,0,3,0,0,0,26,0,0,0,11,0,1,0,1,0,0,0,0,0,0,0,55,0,3,0,8,0,0
contig_18600_16,450,0,9,0,0,0,2,0,0,0,5,0,1,0,49,0,9,0,7,0,0,0,0,0,0,0,11,0,3,0,2,0,4,0,0,0,3,0,37,0,8,0,0,0,0,0,7,0,1,0,1,0,0,0,4,0,3,0,19,0,4,0,7,0,2,0,21,0,5,0,1,0,2,0,24,0,0,0,5,0,8,0,1,0,0,0,0,0,0,0,42,0,11,0,8,0,0
contig_18600_16,453,0,0,0,8,0,1,0,1,0,2,0,4,0,1,0,57,0,0,0,7,0,0,0,0,0,0,0,14,0,4,0,3,0,0,0,5,0,3,0,42,0,0,0,0,0,0,0,8,0,0,0,1,0,3,0,4,0,0,0,23,0,3,0,6,0,0,0,25,0,0,0,3,0,0,0,24,0,2,0,11,0,0,0,1,0,0,0,0,0,1,0,51,0,0,0,8
contig_18600_16,459,0,8,0,0,0,3,0,1,0,6,0,0,0,55,0,1,0,5,0,2,0,0,0,0,0,12,0,3,0,8,0,0,0,5,0,0,0,44,0,1,0,0,0,0,0,4,0,4,0,1,0,0,0,7,0,0,0,25,0,2,0,10,0,0,0,26,0,0,0,7,0,0,0,25,0,0,0,13,0,1,0,1,0,0,0,0,0,0,0,53,0,1,0,8,0,0
contig_18600_16,465,0,1,0,7,0,0,0,5,0,2,0,5,0,3,0,52,0,2,0,3,0,0,0,0,0,3,0,10,0,8,0,0,0,0,0,7,0,1,0,43,0,0,0,0,0,0,0,7,0,0,0,1,0,3,0,4,0,0,0,22,0,2,0,7,0,1,0,25,0,0,0,6,0,0,0,24,0,0,1,12,0,0,0,0,0,0,0,0,0,1,0,52,0,0,0,6
contig_18600_16,474,0,8,0,0,0,5,0,0,0,6,1,0,0,51,4,0,0,3,0,0,0,0,0,0,0,10,2,0,0,8,0,0,0,7,0,0,0,42,4,0,0,0,0,0,0,8,0,0,0,1,0,0,0,8,0,0,0,20,2,0,0,10,0,0,0,23,2,0,0,6,0,0,0,22,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,50,3,0,0,6,0,0
contig_18600_16,484,8,0,0,0,5,0,0,0,6,0,0,1,48,0,0,0,4,0,0,0,36,0,0,0,12,0,0,0,8,0,0,0,5,0,0,0,46,0,0,3,1,0,0,0,8,0,0,0,1,0,0,0,11,0,0,0,22,0,0,0,11,0,0,0,22,0,0,0,4,0,0,0,22,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,5,0,0,0
contig_18600_16,486,0,8,0,0,0,4,0,1,1,6,0,0,0,48,0,0,0,4,0,0,0,36,0,0,0,11,0,1,0,8,0,0,0,5,0,0,3,46,0,0,0,1,0,0,0,4,0,4,0,1,0,0,0,11,0,0,2,17,0,1,0,11,0,0,0,22,0,0,0,2,0,2,0,22,0,0,0,13,0,0,0,0,0,0,0,0,0,0,2,43,0,0,0,4,0,0
contig_18600_16,489,0,8,0,0,0,5,0,0,0,8,0,0,0,44,0,4,0,4,0,0,0,36,0,0,0,10,0,2,0,8,0,0,0,5,0,0,0,50,0,1,0,1,0,0,0,8,0,0,0,1,0,0,0,10,0,0,0,18,0,2,0,12,0,0,0,20,0,2,0,4,0,0,0,21,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,41,0,2,0,4,0,0
contig_18600_16,492,0,0,0,8,1,0,0,4,0,0,0,8,1,0,3,45,0,0,0,4,0,0,0,36,1,0,0,11,0,0,0,8,0,0,0,5,0,0,1,50,0,0,0,1,0,0,0,4,0,0,0,1,0,0,0,10,1,0,2,17,0,0,0,12,0,0,2,21,0,2,0,2,0,0,0,21,0,0,0,10,0,0,0,0,0,0,0,0,0,0,2,41,0,0,0,4
contig_18600_16,504,8,0,0,0,6,0,0,0,8,0,0,0,43,0,1,0,2,0,0,0,36,0,0,0,12,0,0,0,8,0,0,0,5,0,0,0,52,0,0,0,1,0,0,0,5,0,0,0,1,0,0,0,11,1,0,0,13,0,2,0,11,0,1,0,19,0,1,0,2,0,0,0,21,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,39,1,2,0,3,0,0,0
contig_18600_16,507,0,0,7,0,0,0,6,0,0,0,8,0,0,0,43,0,0,0,2,0,0,0,36,0,0,0,12,0,0,0,8,0,0,0,5,0,0,1,50,0,0,0,1,0,0,0,5,0,0,0,1,0,0,0,12,0,0,0,13,2,0,0,12,0,0,0,19,1,0,0,3,0,0,0,21,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,39,2,0,0,3,0
contig_18600_16,511,0,0,7,0,0,0,6,0,0,0,9,0,1,0,42,0,0,0,2,0,0,0,36,0,0,0,12,0,0,0,7,0,0,0,3,0,0,0,49,0,0,0,1,0,1,0,4,0,0,0,0,0,0,0,13,0,2,0,13,0,0,0,11,0,1,0,19,0,0,0,3,0,0,0,21,0,0,0,10,0,0,0,0,0,0,0,0,0,2,0,41,0,0,0,3,0
contig_18600_16,515,0,8,0,0,0,7,0,0,0,7,1,0,0,44,0,0,0,2,0,0,0,36,0,0,0,14,0,0,0,7,0,0,0,4,0,0,0,49,3,0,0,1,0,0,0,4,0,0,0,0,0,0,0,13,0,0,0,15,0,0,0,11,0,0,0,20,0,0,0,3,0,0,0,22,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,3,0,0
contig_18600_16,516,0,2,0,6,0,1,0,6,0,4,0,4,0,1,0,43,0,0,0,2,0,0,0,36,0,1,0,13,0,7,0,0,0,0,0,4,0,3,0,49,0,0,0,1,0,1,0,3,0,0,0,0,0,6,0,7,0,2,0,13,0,3,0,8,0,2,0,19,0,0,0,3,0,0,0,22,0,0,0,10,0,0,0,0,0,0,0,0,0,2,0,47,0,0,0,3
contig_18600_16,525,0,8,0,0,0,7,0,0,0,8,0,0,0,42,0,1,0,2,0,0,0,36,0,0,0,16,0,0,0,7,0,0,0,2,0,0,0,47,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,13,0,0,0,13,0,2,0,11,0,0,0,18,0,1,0,4,0,0,0,24,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,48,0,2,0,3,0,0
contig_18600_18,21,0,0,0,63,0,2,0,8,0,0,0,8,0,0,0,62,0,0,0,8,0,0,0,0,0,0,0,17,0,3,0,6,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,22,0,0,0,17,0,0,0,12,0,0,0,13,0,0,0,3,0,0,0,22,0,1,0,12,0,0,0,3,0,0,0,2,0,0,0,95,0,0,0,29
contig_18600_18,28,0,63,0,0,2,9,0,0,0,8,0,0,0,54,0,3,0,8,0,0,0,0,0,0,0,17,0,0,1,8,0,0,0,0,0,0,0,69,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,23,0,0,0,17,0,0,0,10,0,0,0,14,0,0,0,3,0,0,0,25,0,0,0,12,0,0,0,3,0,0,0,2,0,0,0,94,0,0,2,25,0,0
contig_18600_18,30,0,0,62,0,0,0,10,0,0,0,6,2,0,0,54,4,0,0,6,2,0,0,0,0,0,0,13,6,0,0,9,0,0,0,0,0,0,0,64,6,0,0,1,0,0,0,4,0,0,0,1,0,0,0,22,0,0,0,12,6,0,0,10,0,0,0,12,1,0,0,3,0,0,0,27,0,0,0,12,0,0,0,3,0,0,0,0,2,0,0,91,3,0,0,32,0
contig_18600_18,31,0,4,0,57,0,2,0,8,0,3,0,5,0,2,0,56,0,0,0,8,0,0,0,0,0,0,0,19,0,4,0,6,0,0,0,0,0,0,0,69,0,0,0,1,0,0,0,4,0,0,0,1,0,3,0,19,0,0,0,18,0,1,0,9,0,1,0,12,0,0,0,3,0,0,0,27,0,2,0,9,0,1,0,1,0,0,0,2,0,0,0,94,0,1,0,30
contig_18600_18,39,0,2,1,58,0,1,0,8,0,0,0,7,0,0,0,60,0,0,0,7,0,0,0,0,0,0,0,18,0,1,0,9,0,0,0,0,0,0,0,72,0,0,0,1,0,0,0,4,0,0,0,1,0,0,0,20,0,0,0,19,0,0,0,9,0,0,0,13,0,0,0,3,0,0,0,29,0,0,0,13,0,0,0,3,0,0,0,2,0,0,0,91,0,2,0,24
contig_18600_18,42,0,58,0,2,0,8,0,1,0,3,0,4,0,52,0,5,0,6,0,1,0,0,0,0,0,12,0,6,0,9,0,1,0,0,0,0,0,66,0,6,0,1,0,0,0,4,0,0,0,1,0,0,0,17,0,2,0,15,0,6,0,7,0,1,0,11,0,2,0,3,0,0,0,29,0,0,0,10,0,3,0,2,0,0,0,0,0,2,0,84,0,4,0,26,0,0
contig_18600_18,45,0,34,0,26,0,3,0,4,0,5,0,2,0,15,0,41,0,5,0,2,0,0,0,0,0,7,0,11,0,4,0,6,0,0,0,0,0,13,0,57,0,0,0,1,0,1,0,3,0,1,0,0,0,7,0,14,0,8,0,13,0,2,0,3,0,4,0,9,0,1,0,2,0,0,0,29,0,7,0,6,0,1,0,1,0,0,0,2,0,35,0,56,0,12,0,14
contig_18600_18,48,0,59,0,1,0,6,0,1,0,4,0,3,0,57,0,1,0,8,0,0,0,0,0,0,0,16,0,0,0,9,0,1,0,0,0,0,0,70,0,0,0,1,0,0,0,4,0,0,0,1,0,0,0,19,0,1,0,20,0,0,0,7,0,0,0,12,0,1,0,3,0,0,0,26,0,0,0,11,0,2,0,2,0,0,0,2,0,0,0,93,0,0,0,25,0,1
contig_18600_18,54,4,0,58,0,1,0,5,0,1,0,5,0,9,0,50,0,2,0,6,0,0,0,0,0,1,0,18,0,2,0,7,0,0,0,0,0,7,0,67,0,0,0,1,0,0,0,5,0,0,0,1,0,2,0,19,0,3,0,18,0,1,0,6,0,2,0,10,0,0,0,3,0,0,0,27,0,2,0,9,0,0,0,2,0,0,0,2,0,14,0,77,0,0,0,32,0
contig_18600_18,60,0,0,63,0,0,0,4,0,0,0,6,0,5,0,59,0,0,0,8,0,0,0,0,0,0,0,19,0,0,0,5,0,0,0,0,0,8,0,63,0,0,0,1,0,0,0,5,0,0,0,1,0,4,0,17,0,1,0,17,0,0,0,7,0,2,0,10,0,0,0,3,0,4,0,24,0,0,0,10,0,0,0,2,0,0,0,3,0,14,0,81,0,2,0,25,0
contig_18600_18,63,0,54,0,11,0,2,0,2,0,6,0,1,0,26,0,56,0,6,0,2,0,0,0,0,0,15,0,4,0,3,0,1,0,0,0,2,0,28,0,54,0,0,0,1,0,1,0,4,0,0,0,1,0,12,0,13,0,15,0,16,0,3,0,16,0,5,0,6,0,1,0,2,0,4,0,28,0,6,0,4,0,0,0,2,0,3,0,0,0,49,0,70,0,22,0,12
contig_18600_18,72,11,54,0,0,6,2,0,0,0,5,0,1,61,17,0,6,1,6,0,2,0,0,0,1,4,10,0,6,1,2,0,1,2,0,0,0,60,14,0,5,1,0,0,0,5,1,0,0,1,1,0,0,15,8,0,0,19,8,0,5,17,5,0,0,10,4,0,1,2,1,0,0,36,0,0,0,5,7,0,0,1,1,0,0,0,1,0,2,81,34,1,4,14,24,0,0
contig_18600_18,84,36,14,7,0,3,0,2,0,5,0,1,0,22,1,38,0,6,0,2,0,1,0,0,0,15,0,4,0,2,0,1,0,0,0,0,0,20,0,57,0,0,0,1,0,1,0,5,0,1,0,1,0,8,0,12,0,13,0,9,0,5,0,5,0,4,0,9,0,2,0,2,0,0,0,36,0,8,0,5,0,1,0,1,0,3,0,0,0,41,1,54,0,18,9,6,0
contig_18600_18,87,0,48,8,0,0,3,4,0,0,1,5,0,0,40,22,0,0,3,5,0,0,0,1,0,0,9,10,0,0,2,1,0,0,0,0,0,0,59,20,0,0,1,0,0,0,5,1,0,0,1,1,0,0,12,9,0,0,12,10,0,0,5,5,0,0,7,4,0,0,2,2,0,0,37,0,0,0,5,8,0,0,1,1,0,0,0,3,0,0,56,37,0,0,32,1,0
contig_18600_18,90,0,30,0,26,0,9,0,0,0,5,0,1,0,60,0,3,0,6,0,2,0,1,0,0,0,12,0,5,0,3,0,0,0,0,0,0,0,74,0,5,0,1,0,0,0,5,0,1,0,1,0,1,0,19,0,2,0,18,0,4,0,9,0,1,0,11,0,1,0,3,0,1,0,35,0,0,0,12,0,0,0,1,0,1,0,3,0,0,0,84,0,10,0,19,0,15
contig_18600_18,108,0,46,0,5,0,5,0,5,0,2,0,4,0,41,0,14,0,6,0,3,0,1,0,0,0,11,0,3,0,3,0,1,0,0,0,0,0,60,0,16,0,1,0,0,0,5,0,1,0,1,0,1,0,14,0,6,0,15,0,6,0,5,0,4,0,12,0,4,0,3,0,1,0,34,0,0,0,4,0,8,0,1,0,1,0,0,0,2,0,58,0,30,0,36,0,1
contig_18600_18,114,27,0,19,0,0,0,10,0,0,0,6,0,0,0,53,0,1,0,8,0,0,0,1,0,1,0,12,0,0,0,4,0,0,0,0,0,1,0,75,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,20,0,3,0,19,0,0,0,9,0,0,0,16,0,0,0,4,0,0,0,35,0,0,0,15,0,0,0,6,0,0,0,3,0,1,0,83,0,16,0,21,0
contig_18600_18,117,0,4,44,1,0,3,6,1,0,4,2,0,0,19,33,1,0,3,5,0,0,1,0,0,0,6,7,0,0,1,3,0,0,0,0,0,0,18,57,0,0,0,0,0,0,1,9,0,0,0,5,0,0,4,13,3,0,9,11,0,0,3,4,2,0,5,10,0,0,1,3,0,0,0,34,0,0,4,12,0,0,2,4,0,0,3,0,0,0,25,59,0,0,0,37,0
contig_18600_18,123,44,0,5,0,6,0,4,0,4,0,5,0,14,0,36,0,2,0,6,0,0,0,1,0,4,0,9,0,2,0,2,0,0,0,0,0,18,0,58,0,0,0,0,0,2,0,8,0,1,0,4,0,6,0,16,0,7,0,11,0,4,0,8,0,5,0,12,0,1,0,5,0,0,0,31,0,9,0,6,0,3,0,3,0,2,0,1,0,31,0,58,0,27,0,6,0
contig_18600_18,126,6,44,0,0,4,5,1,0,5,4,0,0,36,15,0,0,6,2,0,0,1,0,0,0,7,4,0,2,2,2,0,0,0,0,0,0,59,18,0,0,0,0,0,0,8,2,0,0,4,1,0,0,16,5,0,0,12,7,0,0,9,4,0,0,12,5,1,0,5,1,0,0,30,0,0,2,7,9,0,0,3,4,0,0,1,2,0,0,58,32,0,0,6,24,0,0
contig_18600_18,132,28,24,0,0,0,10,0,0,0,9,0,0,0,50,0,0,0,8,0,0,0,1,0,0,1,10,0,0,0,4,0,0,0,4,0,0,2,74,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,19,0,0,2,19,0,0,0,13,0,0,0,18,0,0,0,8,0,0,0,37,0,0,0,15,0,0,0,7,0,0,0,3,0,0,1,86,0,0,15,16,0,0
contig_18600_18,135,0,15,0,41,0,4,0,6,0,2,0,7,0,0,0,48,0,0,0,8,0,0,0,1,0,2,0,8,0,1,0,3,0,4,0,0,0,0,0,76,0,0,0,0,0,0,0,8,0,0,0,3,0,3,0,16,0,0,0,19,0,2,0,11,0,1,0,17,0,0,0,8,0,2,0,31,0,5,0,9,0,1,0,6,0,0,0,4,0,0,0,85,0,9,0,22
contig_18600_18,141,0,52,0,4,0,6,0,4,0,3,0,3,0,23,0,22,0,3,0,3,0,0,0,1,0,3,0,7,0,2,0,1,0,0,0,4,0,53,0,20,0,0,0,0,0,5,0,3,0,2,0,0,0,14,0,4,0,10,0,9,0,6,0,5,0,9,0,9,0,1,0,3,0,31,0,2,0,6,0,9,0,3,0,4,0,0,0,4,0,50,0,31,0,26,0,2
contig_18600_18,147,0,43,0,7,0,5,0,5,0,2,0,4,0,12,0,33,0,1,0,5,0,0,0,1,0,4,0,6,0,1,0,1,0,0,0,4,0,13,0,55,0,0,0,0,0,1,0,6,0,0,0,4,0,4,0,11,0,7,0,11,0,3,0,7,0,4,0,11,0,1,0,2,0,0,0,33,0,8,0,6,0,5,0,4,0,2,0,2,0,23,0,50,0,21,0,6
contig_18600_18,149,8,0,43,0,4,0,6,0,1,0,5,0,24,0,19,0,3,0,3,0,0,0,1,0,4,0,6,0,1,0,1,0,4,0,0,0,47,0,20,0,0,0,0,0,5,0,2,0,4,0,0,0,11,0,4,0,8,0,9,0,7,0,4,0,6,0,8,0,1,0,2,0,33,0,0,0,5,0,9,0,4,0,5,0,0,0,4,0,46,0,26,0,6,0,21,0
contig_18600_18,150,0,37,0,16,0,4,0,6,0,2,0,4,0,33,0,11,0,7,0,1,0,1,0,0,0,7,0,3,0,1,0,1,0,4,0,0,1,55,0,12,0,0,0,0,0,6,0,1,0,4,0,0,0,12,0,3,0,12,0,5,0,7,0,4,0,11,0,3,0,2,0,1,0,32,0,0,0,6,0,8,0,4,0,6,0,2,0,2,0,50,0,22,0,20,0,7
contig_18600_18,159,0,52,0,0,0,11,0,2,0,4,0,3,0,38,0,6,0,6,0,2,0,1,0,1,0,9,0,0,0,3,0,0,0,4,0,0,0,63,0,7,0,0,0,0,0,7,0,2,0,5,0,0,0,19,0,0,0,15,0,4,0,10,0,1,0,10,0,4,0,2,0,1,0,30,0,0,0,15,0,1,0,9,0,1,0,4,0,0,0,72,0,2,0,25,0,0
contig_18600_18,160,0,0,51,0,0,0,12,0,0,0,7,0,0,0,45,1,0,0,8,0,0,0,2,0,0,0,9,0,0,0,3,0,0,0,4,0,0,0,69,0,0,0,0,0,0,0,9,0,0,0,5,0,0,0,19,0,0,0,19,0,0,0,11,0,1,0,11,1,0,0,3,0,0,0,29,0,0,0,16,0,0,0,10,0,0,0,4,0,0,0,73,1,0,0,24,1
contig_18600_18,162,0,47,0,2,1,7,0,4,0,6,0,1,0,39,0,7,0,8,0,0,0,2,0,0,0,8,0,1,0,3,0,0,0,0,0,0,0,59,0,12,0,0,0,0,0,9,0,0,0,5,0,0,0,15,0,4,0,12,0,7,0,8,0,3,1,11,0,1,0,3,0,0,0,28,0,0,0,8,0,8,0,6,0,2,0,2,0,2,0,54,0,21,0,23,0,2
contig_18600_18,164,39,9,0,0,7,5,0,0,6,1,0,0,16,31,0,0,3,5,0,0,1,1,0,0,3,4,0,0,2,1,0,0,0,0,0,0,22,49,0,0,0,0,0,0,3,6,0,0,0,5,0,0,4,14,0,0,9,8,0,0,4,7,0,0,7,6,0,0,2,1,0,0,0,28,0,0,9,6,0,0,6,2,0,0,4,0,0,0,26,46,0,0,20,5,0,0
contig_18600_18,165,9,40,0,0,4,5,1,2,1,4,0,2,30,16,0,1,7,3,0,0,1,1,0,0,4,3,0,0,1,2,0,0,2,0,0,0,48,22,0,2,0,0,0,0,6,3,0,0,5,0,0,0,9,4,4,1,6,11,0,0,6,4,0,1,6,6,0,1,1,2,0,0,26,0,0,2,3,12,0,0,1,6,0,0,0,4,0,0,46,26,0,1,5,20,0,0
contig_18600_18,172,0,0,0,53,1,0,0,12,0,0,0,8,0,0,0,53,0,0,0,7,0,0,0,2,0,0,0,10,0,0,0,3,0,0,0,2,0,0,0,76,0,0,0,0,0,0,0,7,0,0,0,6,4,0,0,14,0,0,0,20,0,0,0,10,0,0,0,15,0,0,0,5,0,0,0,28,0,0,0,13,0,0,0,8,0,0,0,4,0,0,0,82,0,0,0,25
contig_18600_18,177,37,0,13,0,7,0,5,0,5,0,2,0,50,0,6,0,5,0,2,0,1,0,1,0,10,0,1,0,1,0,2,0,2,0,0,0,75,0,7,0,0,0,0,0,5,0,2,0,6,0,0,0,13,0,2,0,15,0,5,0,9,0,2,0,8,0,6,0,4,0,1,0,30,0,0,0,8,0,6,0,7,0,1,0,2,0,2,0,79,0,3,0,18,0,7,0
